ID	other_names	genome_data	library_prep	geographical_origin	ecological_origin	substrate	ecology_category	monosporic_derivative	ploidyFACS	ploidyBAF	aneuploidy_BAF	aneuploidy_RD	aneuploidy_binary	aneuploidy_type	RD_aneuploidy	Contaminated	Chr_end_bias	High_var	basename	avg_cov	population_old	pop_summary	population_new	heterozygosity	reference
CBS400	CBS400	ERP014555	NA	Ivory_Coast	Palm_wine	Palm_wine_from_Elaeis_guineensis	Fermentation	No	2	Unknown	No	No	No	No	No	No	Yes	No	CBS400	259	13._African_palm_wine_	13._African_palm_wine_	TBD	0.000261881	Peter_et_al_2018
CBS403	CBS403	ERP014555	NA	West_Africa	Beer	Ginger_beer_from_Zingiber_officinale	Beer	No	2	Unknown	No	+1@9	Yes	Gain	Yes	No	Yes	No	CBS403	275	13._African_palm_wine_	13._African_palm_wine_	TBD	0.000270561	Peter_et_al_2018
CBS4054	CBS4054	ERP014555	NA	Spain	Wine	Red_wine	Wine	Yes	1	Unknown	No	+1@2	Yes	Gain	Yes	No	No	No	CBS4054	174	1._Wine/European_(subclade_4)	1._Wine/European_	GRAPE.WINE	0.00015284	Peter_et_al_2018
CBS4079	CBS4079	ERP014555	NA	Spain	Wine	Film_on_white_wine	Wine	Yes	1	Unknown	No	No	No	No	No	No	Yes	No	CBS4079	306	1._Wine/European_(subclade_4)	1._Wine/European_	GRAPE.WINE	0.000171839	Peter_et_al_2018
CBS4092	CBS4092	ERP014555	NA	Spain	Wine	Film_on_white_wine	Wine	No	3	3	+1@9	+1@9	Yes	Gain	Yes	No	Yes	No	CBS4092	175	1._Wine/European_(subclade_4)	1._Wine/European_	TBD	0.000564815	Peter_et_al_2018
CBS4093a	CBS4093a	ERP014555	NA	Spain	Wine	Film_on_white_wine	Wine	Yes	1	Unknown	No	No	No	No	No	No	Yes	No	CBS4093a	273	1._Wine/European_(subclade_4)	1._Wine/European_	GRAPE.WINE	0.00015998	Peter_et_al_2018
CBS420	CBS420	ERP014555	NA	Italy	Dairy	Stracchino_cheese	Dairy	No	2	2	"+1@9,16"	"+1@9,16"	Yes	Gain	Yes	No	Yes	No	CBS420	144	5._French_dairy_	5._French_dairy_	TBD	0.001402613	Peter_et_al_2018
CBS422a	CBS422a	ERP014555	NA	Odessa_Ukraine	Beer	Beer	Beer	Yes	1	Unknown	No	No	No	No	No	No	No	No	CBS422a	211	7._Mosaic_beer_	7._Mosaic_beer_	ADMIXED	0.000241592	Peter_et_al_2018
CBS423	CBS423	ERP014555	NA	Switzerland	Wine	Wine	Wine	No	2	2	"+1@8,14"	"+1@1,8,14"	Yes	Gain	Yes	No	Yes	No	CBS423	218	1._Wine/European_	1._Wine/European_	TBD	0.000467913	Peter_et_al_2018
CBS4255	CBS4255	ERP014555	NA	NA	Human_clinical	Sputum	Clinical	No	4	4	No	No	No	No	No	No	Yes	No	CBS4255	245	7._Mosaic_beer_	7._Mosaic_beer_	TBD	0.002862648	Peter_et_al_2018
CBS428a	CBS428a	ERP014555	NA	NA	Unknown	Unknown	NA	Yes	1	Unknown	No	+3@11	Yes	Gain	Yes	No	Yes	No	CBS428a	194	M3._Mosaic_region_3	Mosaics	BANANA-LIKE	0.000302032	Peter_et_al_2018
CBS435	CBS435	ERP014555	NA	Japan	Sake	Moto_(sake_yeast_starter)	Commercial	No	2	2	No	No	No	No	No	No	No	No	CBS435	233	25._Sake_	25._Sake_	TBD	0.000414388	Peter_et_al_2018
CBS436a	CBS436a	ERP014555	NA	Japan	Sake	Moto_(sake_yeast_starter)	Commercial	No	2	Unknown	No	+1@8	Yes	Gain	Yes	No	No	No	CBS436a	206	25._Sake_	25._Sake_	TBD	0.000245971	Peter_et_al_2018
CBS439	CBS439	ERP014555	NA	Germany	Wine	Silvaner_grapes	Fruit	Yes	1	Unknown	No	No	No	No	No	No	No	No	CBS439	189	M1._Mosaic_region_1_	Mosaics	ADMIXED	0.000189242	Peter_et_al_2018
CBS440	CBS440	ERP014555	NA	Taiwan	Industrial	Molasses	Bioethanol	Yes	1	Unknown	No	No	No	No	No	No	No	No	CBS440	254	26._Asian_fermentation_	26._Asian_fermentation_	SAKE	0.000280299	Peter_et_al_2018
CBS4454	CBS4454	ERP014555	NA	South_Africa	Beer	Kaffir_beer	Beer	No	2	2	"+1@1,3,4"	"+1@1,3,12"	Yes	Gain	Yes	No	No	No	CBS4454	192	6._African_beer_	6._African_beer_	TBD	0.001616453	Peter_et_al_2018
CBS4455	CBS4455	ERP014555	NA	South_Africa	Beer	Kaffir_beer	Beer	No	3	3	+1@1	+1@1	Yes	Gain	Yes	No	Yes	No	CBS4455	244	6._African_beer_	6._African_beer_	TBD	0.003004696	Peter_et_al_2018
CBS4456	CBS4456	ERP014555	NA	South_Africa	Beer	Kaffir_beer	Beer	Yes	1	1	+1@8	+1@8	Yes	Gain	Yes	No	No	No	CBS4456	188	6._African_beer_	6._African_beer_	AFRICAN.BEER	0.000345926	Peter_et_al_2018
CBS4458	CBS4458	ERP014555	NA	France	Wine	Red_wine	Wine	Yes	1	Unknown	No	+1@1	Yes	Gain	Yes	No	Yes	No	CBS4458	1030	1._Wine/European_	1._Wine/European_	GRAPE.WINE	0.000184982	Peter_et_al_2018
CBS4507	CBS4507	ERP014555	NA	NA	Beer	Brewer's_yeast_English_top_yeast	Commercial	No	2	2	No	No	No	No	No	No	No	No	CBS4507	240	1._Wine/European_	1._Wine/European_	TBD	0.00030732	Peter_et_al_2018
CBS457	CBS457	ERP014555	NA	Italy	Wine	Grape_must	Fruit	No	2	2	No	"-1@1,6;+1@11,14,16"	No	Both	Yes	No	No	No	CBS457	216	1._Wine/European_	1._Wine/European_	TBD	0.000538991	Peter_et_al_2018
CBS459	CBS459	ERP014555	NA	Italy	Wine	Grape_must	Wine	No	2	Unknown	No	+1@14	Yes	Gain	Yes	No	No	No	CBS459	305	1._Wine/European_	1._Wine/European_	TBD	0.000146437	Peter_et_al_2018
CBS462	CBS462	ERP014555	NA	Spain	Wine	Grape_must	Wine	No	2	2	No	"+1@1,9"	Yes	Gain	Yes	No	Yes	No	CBS462	224	1._Wine/European_(subclade_4)	1._Wine/European_	TBD	0.000326508	Peter_et_al_2018
CBS4667	CBS4667	ERP014555	NA	Former_Czechoslovakia	Wine	Grapes	Wine	No	2	2	No	No	No	No	No	No	No	No	CBS4667	233	1._Wine/European_	1._Wine/European_	TBD	0.00030996	Peter_et_al_2018
CBS4734	CBS4734	ERP014555	NA	NA	Nature	Sugar_cane_juice	Other_plants	Yes	1	Unknown	No	No	No	No	No	No	Yes	No	CBS4734	214	NA	NA	ADMIXED	0.000243056	Peter_et_al_2018
CBS4903	CBS4903	ERP014555	NA	Spain	Industrial	Alpechin_(waste_from_olive_oil_production)	SSF	No	2	2	No	No	No	No	No	No	Yes	No	CBS4903	248	2._Alpechin_	2._Alpechin_	TBD	0.001150036	Peter_et_al_2018
CBS5112	CBS5112	ERP014555	NA	Spain	Wine	Grape_must	Wine	No	2	Unknown	No	No	No	No	No	No	No	No	CBS5112	283	1._Wine/European_	1._Wine/European_	TBD	0.000169023	Peter_et_al_2018
CBS5155	CBS5155	ERP014555	NA	South_Armenia	Wine	Fermenting_Grape_must	Wine	No	2	2	No	No	No	No	No	No	No	No	CBS5155	181	1._Wine/European_(subclade_4)	1._Wine/European_	TBD	0.000311885	Peter_et_al_2018
CBS5378	CBS5378	ERP014555	NA	Spain	Industrial	Alpechin_(waste_from_olive_oil_production)	SSF	No	2	2	No	+1@8	Yes	Gain	Yes	No	Yes	No	CBS5378	245	2._Alpechin_	2._Alpechin_	TBD	0.001126351	Peter_et_al_2018
CBS5635	CBS5635	ERP014555	NA	South_Africa	Wine	Grape_must	Fruit	Yes	1	Unknown	No	No	No	No	No	No	No	No	CBS5635	218	1._Wine/European_	1._Wine/European_	GRAPE.WINE	0.000195292	Peter_et_al_2018
CBS5835	CBS5835	ERP014555	NA	Spain	Wine	Wine	Wine	No	2	2	No	No	No	No	No	No	No	No	CBS5835	282	1._Wine/European_(subclade_4)	1._Wine/European_	TBD	0.000400767	Peter_et_al_2018
CBS6006	CBS6006	ERP014555	NA	Spain	Wine	Wine	Wine	No	2	2	No	No	No	No	No	No	No	No	CBS6006	224	1._Wine/European_(subclade_4)	1._Wine/European_	TBD	0.000354552	Peter_et_al_2018
CBS6007	CBS6007	ERP014555	NA	Spain	Wine	Wine	Wine	Yes	1	Unknown	No	No	No	No	No	No	No	No	CBS6007	188	1._Wine/European_(subclade_4)	1._Wine/European_	GRAPE.WINE-LIKE	0.000153051	Peter_et_al_2018
CBS6216	CBS6216	ERP014555	NA	Rotterdam_Netherlands	Water	Tapwater	Water	No	2	2	+1@7	+1@7	Yes	Gain	Yes	No	No	No	CBS6216	223	8._Mixed_origin_	8._Mixed_origin_	TBD	0.002973796	Peter_et_al_2018
CBS6223	CBS6223	ERP014555	NA	Chile	Wine	Grape_juice	Wine	Yes	1	Unknown	No	No	No	No	No	No	No	No	CBS6223	212	1._Wine/European_	1._Wine/European_	GRAPE.WINE	0.000162243	Peter_et_al_2018
CBS6308	CBS6308	ERP014555	NA	South_Yorkshire_UK	Beer	Brewer_yeast_Yorkshire_type	Commercial	No	2	2	No	No	No	No	No	0.05	No	No	CBS6308	56	11._Ale_beer_	11._Ale_beer_	TBD	0.002645758	Peter_et_al_2018
CBS6333	CBS6333	ERP014555	NA	Costa_Rica	Fruit	Rotting_banana_(from_Musa_sapientum)	Fruit	Yes	1	Unknown	No	No	No	No	No	0.03	Yes	No	CBS6333	193	M3._Mosaic_region_3	Mosaics	BANANA	0.000296632	Peter_et_al_2018
CBS6412	CBS6412	ERP014555	NA	Japan	Sake	Sake_yeast	Commercial	Yes	1	1	+1@1	+1@1	Yes	Gain	Yes	No	Yes	No	CBS6412	695	25._Sake_	25._Sake_	SAKE	0.000283911	Peter_et_al_2018
CBS6413	CBS6413	ERP014555	NA	Japan	Sake	Sake_yeast	Commercial	Yes	1	Unknown	No	No	No	No	No	No	No	No	CBS6413	264	25._Sake_	25._Sake_	SAKE	0.000245448	Peter_et_al_2018
CBS6414	CBS6414	ERP014555	NA	Japan	Sake	Sake_yeast	Sake	Yes	1	Unknown	No	No	No	No	No	No	Yes	No	CBS6414	255	25._Sake_	25._Sake_	SAKE	0.000264979	Peter_et_al_2018
CBS6503	CBS6503	ERP014555	NA	UK	Beer	Brewery	Beer	No	2	Unknown	No	-1@16	Yes	Loss	Yes	No	No	No	CBS6503	208	7._Mosaic_beer_	7._Mosaic_beer_	TBD	0.000272829	Peter_et_al_2018
CBS6505	CBS6505	ERP014555	NA	UK	Beer	Brewery_(Killer_strain_responsible_for_death_of_brewing_yeast)	Beer	No	2	Unknown	No	No	No	No	No	No	No	No	CBS6505	255	7._Mosaic_beer_	7._Mosaic_beer_	TBD	0.00030412	Peter_et_al_2018
CBS6914	CBS6914	ERP014555	NA	Spain	Wine	White_wine	Wine	Yes	1	Unknown	No	+1@14	Yes	Gain	Yes	No	No	No	CBS6914	243	1._Wine/European_	1._Wine/European_	GRAPE.WINE	0.000158055	Peter_et_al_2018
CBS7371	CBS7371	ERP014555	NA	UK	Beer	Brewery	Beer	Yes	1	Unknown	No	No	No	No	No	0.05	No	No	CBS7371	226	7._Mosaic_beer_	7._Mosaic_beer_	ADMIXED	0.00030374	Peter_et_al_2018
CBS7539	CBS7539	ERP014555	NA	Plovdiv_Bulgaria	Beer	Turbid_beer	Beer	No	2	2	No	No	No	No	No	No	Yes	No	CBS7539	226	7._Mosaic_beer_	7._Mosaic_beer_	TBD	0.001527447	Peter_et_al_2018
CBS7764	CBS7764	ERP014555	NA	Goteborg_Sweden	Nature	Salmo_gairdneri_(rainbow_trout)	Fish	No	2	2	-1@14;+1@7	-1@14;+1@7	Yes	Both	Yes	No	Yes	No	CBS7764	289	8._Mixed_origin_	8._Mixed_origin_	TBD	0.00293629	Peter_et_al_2018
CBS7765	CBS7765	ERP014555	NA	Sweden_Goteborg	Nature	Salmo_gairdneri_(rainbow_trout)	Fish	Yes	1	Unknown	No	No	No	No	No	No	Yes	No	CBS7765	267	M3._Mosaic_region_3	Mosaics	GRAPE.WINE-LIKE	7.15E-06	Peter_et_al_2018
CBS7903	CBS7903	ERP014555	NA	Nigeria	Palm_wine	Palm_wine	Fermentation	Yes	1	Unknown	No	No	No	No	No	No	Yes	No	CBS7903	217	13._African_palm_wine_	13._African_palm_wine_	ADMIXED	0.000276703	Peter_et_al_2018
CBS7957	CBS7957	ERP014555	NA	Sao_Paulo_Brazil	Industrial	Factory_producing_cassava_flour	Industrial	No	3	3	+1@3	+1@3	Yes	Gain	Yes	No	No	No	CBS7957	225	7._Mosaic_beer_	7._Mosaic_beer_	TBD	0.004180958	Peter_et_al_2018
CBS7958	CBS7958	ERP014555	NA	Sao_Paulo_Brazil	Industrial	Factory_producing_cassava_flour	Industrial	Yes	1	Unknown	No	No	No	No	No	No	Yes	No	CBS7958	212	7._Mosaic_beer_	7._Mosaic_beer_	ADMIXED	0.000248512	Peter_et_al_2018
CBS7959	CBS7959	ERP014555	NA	Sao_Paulo_Brazil	Industrial	Factory_producing_ethanol_(sugar_cane_syrup)	Bioethanol	Yes	1	1	+1@1	+1@1	Yes	Gain	Yes	No	No	No	CBS7959	254	3._Brazilian_bioethanol_	3._Brazilian_bioethanol_	BRAZILIAN.BIOETHANOL	0.000311388	Peter_et_al_2018
CBS7960	CBS7960	ERP014555	NA	Sao_Paulo_Brazil	Industrial	Factory_producing_ethanol_(sugar_cane_syrup)	Bioethanol	Yes	1	Unknown	No	No	No	No	No	No	No	No	CBS7960	187	3._Brazilian_bioethanol_	3._Brazilian_bioethanol_	ADMIXED	0.000270435	Peter_et_al_2018
CBS7961	CBS7961	ERP014555	NA	Sao_Paulo_Brazil	Industrial	Fermenting_concentrated_syrup_(sugar_cane)	Bioethanol	Yes	1	Unknown	No	No	No	No	No	No	No	No	CBS7961	397	3._Brazilian_bioethanol_	3._Brazilian_bioethanol_	ADMIXED	0.000343211	Peter_et_al_2018
CBS7962	CBS7962	ERP014555	NA	Brazil	Industrial	Fermenting_concentrated_syrup_(sugar_cane)	Bioethanol	Yes	1	Unknown	No	No	No	No	No	No	No	No	CBS7962	275	3._Brazilian_bioethanol_	3._Brazilian_bioethanol_	ADMIXED	0.000340326	Peter_et_al_2018
CBS7963	CBS7963	ERP014555	NA	Sao_Paulo_Brazil	Industrial	Fermenting_concentrated_syrup_(sugar_cane)	Bioethanol	Yes	1	Unknown	No	No	No	No	No	No	Yes	No	CBS7963	186	3._Brazilian_bioethanol_	3._Brazilian_bioethanol_	ADMIXED	0.000227933	Peter_et_al_2018
CBS7964	CBS7964	ERP014555	NA	Brazil	Industrial	Fermenting_concentrated_syrup_(sugar_cane)	Bioethanol	Yes	1	Unknown	No	No	No	No	No	No	No	No	CBS7964	276	3._Brazilian_bioethanol_	3._Brazilian_bioethanol_	ADMIXED	0.000251339	Peter_et_al_2018
CBS7993	CBS7993	ERP014555	NA	Rio_de_Janeiro_Tijuca_National_Forest_Cushvara_River_Brazil	Water	Fresh_water	Water	Yes	1	Unknown	No	No	No	No	No	No	Yes	No	CBS7993	255	M2._Mosaic_region_2_	Mosaics	ADMIXED	0.000300401	Peter_et_al_2018
CBS8291	CBS8291	ERP014555	NA	Sweden	Water	Seawater	Water	No	2	2	No	No	No	No	No	No	No	No	CBS8291	201	8._Mixed_origin_	8._Mixed_origin_	TBD	0.002460875	Peter_et_al_2018
CBS8292	CBS8292	ERP014555	NA	Sweden	Water	Seawater	Water	No	2	2	No	No	No	No	No	No	No	No	CBS8292	211	8._Mixed_origin_	8._Mixed_origin_	TBD	0.00339089	Peter_et_al_2018
CCY_21-4-102	CCY_21_4_102	ERP014555	NA	Bratislava_Slovakia	Water	River_water_(Danube)	Water	No	2	2	No	No	No	No	No	No	No	No	CCY_21_4_102	236	8._Mixed_origin_	8._Mixed_origin_	TBD	0.003218709	Peter_et_al_2018
CCY_21-4-106	CCY_21_4_106	ERP014555	NA	Devinska_Nova_Ves_Slovakia	Water	River_water_(Morava)	Water	No	4	4	"-1@1,6,8,10,14,16"	"-1@1,6,8,10,14,16"	Yes	Loss	Yes	No	No	No	CCY_21_4_106	282	11._Ale_beer_	11._Ale_beer_	TBD	0.00299828	Peter_et_al_2018
CCY_21-4-119	CCY_21_4_119	ERP014555	NA	Male_Levare_Slovakia	Flower	Blossoms_of_pear_tree_(Pyrus_communis)	Fruit	No	2	Unknown	No	No	No	No	No	No	No	No	CCY_21_4_119	260	1._Wine/European_(subclade_1)	1._Wine/European_	TBD	0.000190345	Peter_et_al_2018
CCY_21-4-120	CCY_21_4_120	ERP014555	NA	Male_Levare_Slovakia	Flower	Blossoms_of_plum_tree_(Prunus_domestica_L._'Stanley')	Fruit	No	2	Unknown	No	No	No	No	No	No	No	No	CCY_21_4_120	293	1._Wine/European_(subclade_1)	1._Wine/European_	TBD	0.00019984	Peter_et_al_2018
CCY_21-4-121	CCY_21_4_121	ERP014555	NA	Male_Zaluzie_Slovakia	Flower	Blossoms_of_apricot_tree_(Prunus_armeniaca_L._Madraska)	Fruit	No	2	Unknown	No	No	No	No	No	No	No	No	CCY_21_4_121	281	1._Wine/European_(subclade_1)	1._Wine/European_	TBD	0.000189614	Peter_et_al_2018
CCY_21-4-88	CCY_21_4_88	ERP014555	NA	Laksarska_Nova_Ves_Slovakia	Fruit	Fruitbody_of_mushroom_Xerocomus_badius_(Fr.)_Gilb.	NA	No	3	3	"+1@7,12"	"+1@7,12"	Yes	Gain	Yes	No	No	No	CCY_21_4_88	328	8._Mixed_origin_	8._Mixed_origin_	TBD	0.005183053	Peter_et_al_2018
CCY_21-4-89:7-3	CCY_21_4_89_7_3	ERP014555	NA	North_Korea	Fermentation	Fermenting_acorn_meal	SSF	Yes	1	Unknown	No	No	No	No	No	No	No	No	CCY_21_4_89_7_3	211	M3._Mosaic_region_3	Mosaics	ADMIXED	0.000287956	Peter_et_al_2018
CCY_21-4-93:6B	CCY_21_4_93_6B	ERP014555	NA	North_Korea	Tree	Leaves_of_Sequoia_sp.	Tree	Yes	1	Unknown	No	No	No	No	No	No	No	No	CCY_21_4_93_6B	163	M3._Mosaic_region_3	Mosaics	ADMIXED	0.000248385	Peter_et_al_2018
CCY_21-4-97	CCY_21_4_97	ERP014555	NA	Jakubov_Slovakia	Water	Fish_pond_water	Water	No	2	2	+1@8	+1@8	Yes	Gain	Yes	No	No	No	CCY_21_4_97	323	8._Mixed_origin_	8._Mixed_origin_	TBD	0.00336679	Peter_et_al_2018
CCY_21-4-98	CCY_21_4_98	ERP014555	NA	Jakubov_Slovakia	Water	Sediment_of_fresh_water_lake	Water	No	2	2	+1@8	+1@8	Yes	Gain	Yes	No	No	No	CCY_21_4_98	314	8._Mixed_origin_	8._Mixed_origin_	TBD	0.003028268	Peter_et_al_2018
CD7-9Sv2	CD7_9Sv2	ERP014555	NA	Italy	Wine	Wine	Wine	No	2	Unknown	No	No	No	No	No	No	No	No	CD7_9Sv2	205	1._Wine/European_	1._Wine/European_	TBD	0.000219381	Peter_et_al_2018
CECT10109_1b	CECT10109_1b	ERP014555	NA	Spain	Fruit	Prickly_pear	Fruit	Yes	1	Unknown	No	No	No	No	No	No	No	No	CECT10109_1b	223	1._Wine/European_	1._Wine/European_	ADMIXED	0.000197697	Peter_et_al_2018
CECT10120	CECT10120	ERP014555	NA	Spain	Fruit	Fruit	Fruit	No	2	2	No	No	No	No	No	No	No	No	CECT10120	201	8._Mixed_origin_	8._Mixed_origin_	TBD	0.002893263	Peter_et_al_2018
CECT10131	CECT10131	ERP014555	NA	Spain	Flower	Flower	Flower	No	2	2	No	No	No	No	No	No	No	No	CECT10131	256	8._Mixed_origin_	8._Mixed_origin_	TBD	0.003253468	Peter_et_al_2018
CECT10171-5B	CECT10171_5B	ERP014555	NA	Spain	Insect	Larvae_of_Dacus_oleae	Insect	No	2	Unknown	No	No	No	No	No	No	No	No	CECT10171_5B	242	2._Alpechin_	2._Alpechin_	TBD	0.000302977	Peter_et_al_2018
CECT10266	CECT10266	ERP014555	NA	Spain	Industrial	Tanning_liquor	Industrial	No	1	Unknown	No	No	No	No	No	No	No	No	CECT10266	209	2._Alpechin_	2._Alpechin_	TBD	0.000318819	Peter_et_al_2018
CECT10331:9-1	CECT10331_9_1	ERP014555	NA	Spain	Flower	Flowers_of_Centaurea_alba	Flower	No	2	Unknown	No	No	No	No	No	No	No	No	CECT10331_9_1	236	8._Mixed_origin_	8._Mixed_origin_	TBD	0.000265524	Peter_et_al_2018
CECT10351-1B	CECT10351_1B	ERP014555	NA	Spain	Fruit	Tomato	Fruit	No	2	Unknown	No	No	No	No	No	No	No	No	CECT10351_1B	290	1._Wine/European_	1._Wine/European_	TBD	0.000186964	Peter_et_al_2018
CECT10497	CECT10497	ERP014555	NA	Spain	Industrial	Alpechin_(waste_from_olive_oil_production)	SSF	No	2	Unknown	No	+1@11;+2@9	Yes	Gain	Yes	No	No	No	CECT10497	257	2._Alpechin_	2._Alpechin_	TBD	0.000273001	Peter_et_al_2018
CECT10711	CECT10711	ERP014555	NA	Japan	Sake	Sake	Sake	No	2	2	No	"-1@1;+1@9,15"	Yes	Both	Yes	No	Yes	No	CECT10711	250	25._Sake_	25._Sake_	TBD	0.000403308	Peter_et_al_2018
CECT10712	CECT10712	ERP014555	NA	Japan	Sake	Sake	Sake	No	2	Unknown	+1@3	"+1@3,11"	Yes	Gain	Yes	No	No	No	CECT10712	229	25._Sake_	25._Sake_	TBD	0.000375677	Peter_et_al_2018
CECT1462	CECT1462	ERP014555	NA	UK	Beer	Beer	Beer	No	4	4	No	No	No	No	No	No	No	No	CECT1462	256	11._Ale_beer_	11._Ale_beer_	TBD	0.004443769	Peter_et_al_2018
CECT1478	CECT1478	ERP014555	NA	Hungary	Wine	Wine	Wine	No	2	2	No	"+1@2,6,7,10,13,15,16"	Yes	Gain	Yes	No	Yes	No	CECT1478	261	1._Wine/European_	1._Wine/European_	TBD	0.000178313	Peter_et_al_2018
CEY615	CEY615	ERP014555	NA	French_Guiana	Human	Human_feces	Clinical	No	2	2	No	No	No	No	No	No	Yes	No	CEY615	295	10._French_Guiana_human_	10._French_Guiana_human_	TBD	0.000938705	Peter_et_al_2018
CEY616	CEY616	ERP014555	NA	French_Guiana	Human	Human_feces	Clinical	No	2	2	No	No	No	No	No	No	Yes	No	CEY616	221	10._French_Guiana_human_	10._French_Guiana_human_	TBD	0.00127609	Peter_et_al_2018
CEY617	CEY617	ERP014555	NA	French_Guiana	Human	Human_feces	Clinical	No	2	2	No	No	No	No	No	No	Yes	No	CEY617	197	10._French_Guiana_human_	10._French_Guiana_human_	TBD	0.000887083	Peter_et_al_2018
CEY618	CEY618	ERP014555	NA	French_Guiana	Human	Human_feces	Clinical	No	2	2	No	No	No	No	No	No	Yes	No	CEY618	204	10._French_Guiana_human_	10._French_Guiana_human_	TBD	0.001174367	Peter_et_al_2018
CEY619	CEY619	ERP014555	NA	French_Guiana	Human	Human_feces	Clinical	No	2	2	No	No	No	No	No	No	Yes	No	CEY619	235	10._French_Guiana_human_	10._French_Guiana_human_	TBD	0.001072536	Peter_et_al_2018
CEY620	CEY620	ERP014555	NA	French_Guiana	Human	Human_feces	Clinical	No	2	2	No	No	No	No	No	No	Yes	No	CEY620	239	10._French_Guiana_human_	10._French_Guiana_human_	TBD	0.000983313	Peter_et_al_2018
CEY621	CEY621	ERP014555	NA	French_Guiana	Human	Human_feces	Clinical	No	2	2	No	No	No	No	No	No	Yes	No	CEY621	197	10._French_Guiana_human_	10._French_Guiana_human_	TBD	0.000900177	Peter_et_al_2018
CEY622	CEY622	ERP014555	NA	French_Guiana	Human	Human_feces	Clinical	No	2	2	No	No	No	No	No	No	Yes	No	CEY622	323	10._French_Guiana_human_	10._French_Guiana_human_	TBD	0.00117891	Peter_et_al_2018
CEY623	CEY623	ERP014555	NA	French_Guiana	Human	Human_feces	Clinical	No	2	2	+1@12	+1@12	Yes	Gain	Yes	No	Yes	No	CEY623	226	10._French_Guiana_human_	10._French_Guiana_human_	TBD	0.000926947	Peter_et_al_2018
CEY624	CEY624	ERP014555	NA	French_Guiana	Human	Human_feces	Clinical	No	2	2	No	No	No	No	No	0.01	Yes	No	CEY624	227	10._French_Guiana_human_	10._French_Guiana_human_	TBD	0.001185281	Peter_et_al_2018
CEY625	CEY625	ERP014555	NA	French_Guiana	Human	Human_feces	Clinical	No	2	2	No	No	No	No	No	No	Yes	No	CEY625	253	10._French_Guiana_human_	10._French_Guiana_human_	TBD	0.001148045	Peter_et_al_2018
CEY646	CEY646	ERP014555	NA	French_Guiana	Nature	Chicken	NA	No	2	2	No	No	No	No	No	No	Yes	No	CEY646	305	10._French_Guiana_human_	10._French_Guiana_human_	TBD	0.000800207	Peter_et_al_2018
CEY647	CEY647	ERP014555	NA	French_Guiana	Nature	Molossus_molossus_(bat)	NA	No	2	Unknown	No	No	No	No	No	No	Yes	No	CEY647	250	NA	NA	TBD	0.000422394	Peter_et_al_2018
CEY649	CEY649	ERP014555	NA	French_Guiana	Nature	Agouti_paca_(RO)	NA	No	2	2	No	No	No	No	No	No	Yes	No	CEY649	314	10._French_Guiana_human_	10._French_Guiana_human_	TBD	0.000972287	Peter_et_al_2018
CEY650	CEY650	ERP014555	NA	French_Guiana	Nature	Agouti_paca_(RO)	NA	No	2	2	No	No	No	No	No	No	Yes	No	CEY650	314	10._French_Guiana_human_	10._French_Guiana_human_	TBD	0.001086081	Peter_et_al_2018
CEY651	CEY651	ERP014555	NA	French_Guiana	Fruit	Fruits	Fruit	No	2	2	No	No	No	No	No	No	Yes	No	CEY651	301	10._French_Guiana_human_	10._French_Guiana_human_	TBD	0.001212646	Peter_et_al_2018
CEY652	CEY652	ERP014555	NA	French_Guiana	Fruit	Fruits	Fruit	No	2	2	No	No	No	No	No	No	No	No	CEY652	345	10._French_Guiana_human_	10._French_Guiana_human_	TBD	0.000829775	Peter_et_al_2018
CEY653	CEY653	ERP014555	NA	French_Guiana	Fruit	Fruits	Fruit	No	2	2	No	No	No	No	No	0.01	Yes	No	CEY653	194	10._French_Guiana_human_	10._French_Guiana_human_	TBD	0.000726621	Peter_et_al_2018
CH02	CH02	ERP014555	NA	Abengourou_Ivory_Coast	Beer	Pearl_millet_beer	Beer	No	4	4	No	No	No	No	No	No	Yes	No	CH02	304	6._African_beer_	6._African_beer_	TBD	0.003483062	Peter_et_al_2018
CH06	CH06	ERP014555	NA	Abengourou_Ivory_Coast	Beer	Pearl_millet_beer	Beer	No	5	5	-1@14	-1@14	Yes	Loss	Yes	No	No	No	CH06	209	6._African_beer_	6._African_beer_	TBD	0.002941252	Peter_et_al_2018
CH10	CH10	ERP014555	NA	Abengourou_Ivory_Coast	Beer	Pearl_millet_beer	Beer	No	5	5	+1@4	+1@4	Yes	Gain	Yes	No	No	No	CH10	223	6._African_beer_	6._African_beer_	TBD	0.002811201	Peter_et_al_2018
CH11	CH11	ERP014555	NA	Abengourou_Ivory_Coast	Beer	Pearl_millet_beer	Beer	No	5	5	-1@15	-1@15	Yes	Loss	Yes	No	Yes	No	CH11	222	6._African_beer_	6._African_beer_	TBD	0.002931838	Peter_et_al_2018
CH13	CH13	ERP014555	NA	Abengourou_Ivory_Coast	Beer	Pearl_millet_beer	Beer	No	5	5	"+1@2,5"	"+1@2,5"	Yes	Gain	Yes	No	No	No	CH13	234	6._African_beer_	6._African_beer_	TBD	0.002799747	Peter_et_al_2018
CH14	CH14	ERP014555	NA	Abengourou_Ivory_Coast	Beer	Pearl_millet_beer	Beer	No	5	5	"+1@12,13"	"+1@12,13"	Yes	Gain	Yes	No	Yes	No	CH14	246	6._African_beer_	6._African_beer_	TBD	0.002921325	Peter_et_al_2018
